poi_id,name,category,address,phone,latitude,longitude,source
OSM0414,Glazed,restaurant,,,23.7446035,90.3721018,osm_live
OSM0416,Vertical Horizon entrance,college,,,23.7428364,90.3800544,osm_live
OSM0422,Panshee,restaurant,Road 10,,23.7450829,90.3783531,osm_live
OSM0423,The Mirror - A Taste Of Fusion Cuisine,restaurant,Road 8,,23.7455604,90.3795098,osm_live
OSM0424,Lailaty,restaurant,,,23.7402052,90.3753157,osm_live
OSM0427,Raian Powergen Parts International,energy,"1/A, Road 13",+88029142287;+8801715 850 212,23.7532027,90.3767867,osm_live
OSM0428,BAC,university,Road 5,,23.7425383,90.3802432,osm_live
OSM0429,bbq bangladesh,restaurant,,,23.7494814,90.3687532,osm_live
OSM0430,rice & noodle dhanmondi,restaurant,,,23.7495082,90.3688241,osm_live
OSM0431,Chatime,cafe,Dhanmondi 9/A,,23.7494913,90.3688256,osm_live
OSM0432,Lalbag hotel,restaurant,,,23.7501867,90.3671191,osm_live
OSM0433,Ancholik khana,restaurant,,,23.749558,90.3654854,osm_live
OSM0434,Consultorio Dental,dentist,,,23.7495752,90.3653304,osm_live
OSM0436,Pizza Inn,restaurant,,,23.7494474,90.3687728,osm_live
OSM0437,oronno school,school,,,23.7468229,90.37668,osm_live
OSM0438,Bachelor Point,fast_food,,,23.7467205,90.377478,osm_live
OSM0439,Kabab Karigor & Soup,fast_food,,,23.7467102,90.3774509,osm_live
OSM0441,"Easturn University , Building #4",university,"House #3, Dhanmondi Road 3",,23.7403809,90.3826913,osm_live
OSM0443,Univerty of london,university,,,23.7425096,90.3802129,osm_live
OSM0444,"Easturn University , cse campus",university,,,23.7401271,90.3811822,osm_live
OSM0445,Dhaka City college,college,,,23.7396837,90.3828522,osm_live
OSM0446,popular hospital,hospital,,,23.7392113,90.3824483,osm_live
OSM0448,Tokkhoshila Bidyalaya,school,"276, Jafrabad Road",,23.7509463,90.3653689,osm_live
OSM0449,Chillox,restaurant,Jigatola Main Road,,23.739389,90.3752158,osm_live
OSM0450,C mainor,restaurant,,,23.7393539,90.3751871,osm_live
OSM0451,biye bari,restaurant,Jigatola Main Road,,23.7393831,90.3751744,osm_live
OSM0453,hot shef,restaurant,,,23.7445929,90.372124,osm_live
OSM0454,glambers,restaurant,Jigatola Main Road,,23.7393612,90.3752063,osm_live
OSM0455,d cafe,restaurant,75,,23.7417682,90.3737914,osm_live
OSM0456,ghuha,restaurant,,,23.7445608,90.3721368,osm_live
OSM0457,Vampire cafe,restaurant,,,23.7445783,90.3721687,osm_live
OSM0458,vorta bari,restaurant,,,23.7442265,90.3730841,osm_live
OSM0459,salior,yes,,,23.7446615,90.3721049,osm_live
OSM0460,pasta state,restaurant,,,23.7441958,90.3730251,osm_live
OSM0461,almas,yes,,,23.7441944,90.3730745,osm_live
OSM0463,apex,yes,,,23.7382118,90.3757108,osm_live
OSM0464,bfc,restaurant,,,23.7475842,90.370105,osm_live
OSM0465,Dhaba,restaurant,"54, Road 10A",+880 1783-391571,23.7461357,90.3717706,osm_live
OSM0466,Red flame,restaurant,,,23.7460719,90.3710652,osm_live
OSM0467,ranna kabab,restaurant,,,23.7460416,90.3711787,osm_live
OSM0469,kakoli school,school,,,23.7475152,90.3734981,osm_live
OSM0470,hangout,restaurant,,,23.7461014,90.371135,osm_live
OSM0472,Karbooz,restaurant,,,23.7451168,90.3717787,osm_live
OSM0473,Ibn Sina Hospital,hospital,,09610-009616,23.7452371,90.3723768,osm_live
OSM0475,junior labotary,school,Road 10A,,23.7473694,90.3735929,osm_live
OSM0476,Boi Bichitra,books,"30, Road 27 (New 16)",+8809678775511,23.7541303,90.3712883,osm_live
OSM0477,Lazz Pharma,pharmacy,"63/C Lake Circus, পান্থপথ",+88029117839,23.7508535,90.3787285,osm_live
OSM0478,Keya Travels & Tours,travel_agency,"7, Road 4","+880-2-9613030, +880-2-9614222",23.741333,90.382551,osm_live
OSM0479,Xinxian Restaurant,restaurant,"7, Road 8",,23.7456583,90.3843222,osm_live
OSM0482,Well Food,bakery,,+8801788-888448,23.7440578,90.3819381,osm_live
OSM0483,King's Confectionery,bakery,"Shop No. 114 (Ground Floor, Dhanmondi Plaza, Road No. 6, Residential Area Mirpur Road",+8801755662902,23.743738,90.3819466,osm_live
OSM0484,Jamuna Bank Limited,bank,"House #17/A, Road 6",+8802-8613920,23.7432324,90.3820723,osm_live
OSM0485,Grameen Check,clothes,,+8801733389077,23.747108,90.3809468,osm_live
OSM0486,Kachalonka Restaurant And Kabab Garden,restaurant,"House No67, Kalabagan 1st Lane",+8801822-191741,23.747294,90.3807723,osm_live
OSM0487,Haji Briyani,restaurant,,,23.7474093,90.3806751,osm_live
OSM0488,AlFresco,restaurant,,,23.7530269,90.3691849,osm_live
OSM0489,CFC (California Fried Chicken),fast_food,,,23.7473259,90.380339,osm_live
OSM0490,Cooper's Bakery Bangladesh,pastry,,,23.7468877,90.381053,osm_live
OSM0491,Sumi's Hot Cake,pastry,,,23.7473087,90.3803658,osm_live
OSM0492,Tasty Treat,fast_food,,,23.7472891,90.3803846,osm_live
OSM0499,Bangladesh Eye Care Hospital,hospital,,,23.7389629,90.3744734,osm_live
OSM0500,ইউনিভার্সিটি ওফ উইমেন ফেডারেশন কলেজ,college,,,23.743597,90.3828714,osm_live
OSM0501,Dr. Malika College,college,,,23.7442494,90.3748481,osm_live
OSM0658,IFIC Bank,bank,Dhanmondi 27,,23.7544088,90.3718989,osm_live
OSM0659,Men's Mirror,beauty,,,23.7515516,90.3738691,osm_live
OSM0660,ICB Islamic Bank,bank,Dhanmondhi 27,,23.7545907,90.3720853,osm_live
OSM0661,27 Number,restaurant,,,23.7546269,90.3729269,osm_live
OSM0662,EBL,atm,,,23.7545541,90.3720776,osm_live
OSM0663,Modhumoti Bank Ltf,bank,,,23.7545637,90.3721059,osm_live
OSM0664,Tokyo Express,restaurant,,,23.7544733,90.3729501,osm_live
OSM0665,NRB Bank,atm,,,23.7545862,90.3721167,osm_live
OSM0667,Confide Dental Care,dentist,"67/B, Road 15/A, Dhanmondi, Dhanmondhi",,23.75076,90.3692271,osm_live
OSM0668,IBN SINA HOSPITAL,hospital,"68, Road 15/A, Dhanmondi, Dhanmondhi",,23.7515285,90.3689752,osm_live
OSM0669,Al Noor Pharmacy,pharmacy,"8/3, Khandar Lane, Sankar, Dhanmondi, Mohammadpur",,23.7518051,90.3667823,osm_live
OSM0670,Seba Pharmacy And Departmental Store,pharmacy,"31/1, Jafrabad Road, Sankar, Mohammadpur",,23.751114,90.3661556,osm_live
OSM0671,Cresent Dental Care,dentist,"280/1, Jafrabad Road, Sankar, Pochim Dhanmondi, Mohammadpur",,23.7511045,90.3657941,osm_live
OSM0672,Popular Pharmacy,pharmacy,"281/1, Jafrabad Road, Sankar, Pochim Dhanmondi, Mohammadpur",,23.7512536,90.3656598,osm_live
OSM0673,Allahor Dan Pharmacy,pharmacy,"338, Jafrabad Road, Sankar, Pochim Dhanmondi, Mohammadpur",,23.7516788,90.3651871,osm_live
OSM0674,Talukdar Medicare,pharmacy,"7/4, Block C, Lalmatia, Mohammadpur",,23.7547764,90.3694112,osm_live
OSM0675,New Life Pharma,pharmacy,"30/A, Old 16, New 27, Dhanmondhi",,23.7539323,90.3715213,osm_live
OSM0676,Prostho Dental Implant Center,dentist,"43, Old 16, New 27, Dhanmondhi",,23.7527494,90.3700504,osm_live
OSM0677,Opian Dental Care,dentist,"34, Road 11, Dhanmondhi",,23.7522824,90.3737398,osm_live
OSM0678,Farabi General Hospital,clinic,"8/3, 14, Dhanmondhi",,23.7543571,90.3751354,osm_live
OSM0679,Next Generation Dental Center,dentist,"12, 14, Dhanmondhi",,23.7541955,90.3746974,osm_live
OSM0680,Dental Solution,clinic,"17, 13, Dhanmondhi",,23.753098,90.3747474,osm_live
OSM0681,United Oro-Dental & Maxillofacia Surgery,dentist,"Mirpur Road, Dhanmondhi",,23.7539325,90.3764961,osm_live
OSM0682,Ahmed Medicine,pharmacy,"Mirpur Road, Mohammadpur",,23.7518778,90.3780975,osm_live
OSM0683,Avenue Dental Care,dentist,"4/4, Satmasjid Road, Block D, Lalmatia, Mohammadpur",,23.7525755,90.367095,osm_live
OSM0684,Sukrabad High School,school,,,23.7530696,90.379441,osm_live
OSM0685,AB Bank Atm,atm,,,23.7526744,90.3849061,osm_live
OSM0686,Bank Asia,bank,Mirpur Road,,23.752326,90.3780272,osm_live
OSM0687,West Raja Bazar Kacha Bazar,marketplace,,,23.7542714,90.3818545,osm_live
OSM0688,Himu's Mekover Beauty Parlor,beauty,,,23.7530058,90.3797787,osm_live
OSM0689,Pubali Bank Ltd,bank,,,23.7526482,90.3849933,osm_live
OSM0690,Sukrabad Kacha Bazar,marketplace,,,23.7531589,90.3788567,osm_live
OSM0692,Device & Gadget,mobile_phone,"Shop: 325, 3rd Floor, ধানমণ্ডি রোড ২",,23.7381278,90.3773395,osm_live
OSM0694,Ma General Store,general,"109/5, Hatembag Road",+880-1884-699141,23.7433532,90.3681218,osm_live
OSM0695,Russel Store,general,Hatembag Road,,23.7433468,90.3679934,osm_live
OSM0696,OLI Tea Store,tea,Hatembag Road,,23.7438493,90.3680431,osm_live
OSM0698,Baitul Afsar Jame Mosjid,place_of_worship,,,23.7430149,90.3691351,osm_live
OSM0699,Ittyadi Store,general,,,23.7427197,90.3693389,osm_live
OSM0700,ChayaNir,general,,,23.749647,90.3653428,osm_live
OSM0701,EBL 365,atm,,,23.7405762,90.3746247,osm_live
OSM0704,Unimart,supermarket,,,23.7444443,90.3729384,osm_live
OSM0705,Wellbeing Pharmacy,pharmacy,,+88 09611-677331,23.7443313,90.3729411,osm_live
OSM0706,Islam Pharma,pharmacy,Dhanmondi 8/A,,23.7439807,90.3726065,osm_live
OSM0715,bKash / Rocket Agent,money_transfer,,,23.7438905,90.3725011,osm_live
OSM0716,Ashar Alo General Store,department_store,,,23.7441338,90.3754679,osm_live
OSM0717,Departmental Store,department_store,,,23.7515499,90.3667327,osm_live
OSM0718,Nilu Pharmacy,pharmacy,"75, Dhanmondi 5/A",01633-313131,23.7418113,90.3739908,osm_live
OSM0719,Islami Bank Bangladesh PLC,bank,"75, Dhanmondi 5/A",+88 02-9125316,23.7418703,90.3739617,osm_live
OSM0720,Meena Bazaar,supermarket,"House # 741, Dhomamondi 9/A",+88 01841-884884,23.744124,90.3725948,osm_live
OSM0721,Lazz Pharma (Dhanmondi Branch),pharmacy,"House 45, Satmasjid Road",+88 01741-486695,23.7458524,90.3713838,osm_live
OSM0723,Dhaka Enterprise,stationery,"1, Shukrabad, Opposite of Dhanmondi 32",+8801715497842,23.7522018,90.3779864,osm_live
OSM0724,Aver Life,clothes,"Shop no: 228 (2nd Floor) Simanto Square (Rifles Square), Jigatola Main Road",,23.7381638,90.3769637,osm_live
OSM0725,cycle,bicycle,,,23.7426855,90.3795877,osm_live
OSM0726,Enayet Jame Masjid,place_of_worship,"House No- 36, Road No- 3, Dhanmondi Residential Area, Dhaka-1205",,23.7397561,90.3783084,osm_live
OSM0729,Kikabe,restaurant,Jigatola Road,,23.7383175,90.3727929,osm_live
OSM0730,Tsunami Restora,restaurant,Jigatola Road,,23.7383503,90.372834,osm_live
OSM0731,Sonali Bazar,supermarket,Jigatola Road,,23.7382917,90.372746,osm_live
OSM0732,Harun Pan Shop,yes,Jigatola Road,,23.7383599,90.3728959,osm_live
OSM0733,Islam Store,yes,Jigatola Tenary Block,,23.7363939,90.3697896,osm_live
OSM0734,Old Terrace,restaurant,"754, Satmasjid Road",+8801700914434,23.7474607,90.37016,osm_live
OSM0737,Kabab Karigor,restaurant,,,23.7501444,90.3778683,osm_live
OSM0739,IBBL ATM,atm,Jadober Golli,,23.7358401,90.3849789,osm_live
OSM0740,Cafe Sun,restaurant,Monessor Road,,23.7390145,90.3674138,osm_live
OSM0741,Jubayer Leather,leather,Monessor Road,,23.7384822,90.3677298,osm_live
OSM0742,IFIC Bank,bank,Monessor Road,,23.7390277,90.3673686,osm_live
OSM0743,NRBC Bank,bank,Monessor Road,,23.7390493,90.3673074,osm_live
OSM0744,Razzaq Store,tea,Dhaka College,,23.7350934,90.3803484,osm_live
OSM0745,Public Toilet,toilets,,,23.7435915,90.3796679,osm_live
OSM0746,Mukti Cinema Hall,cinema,"151, শের-ই-বাংলা মূল সড়ক",,23.7449511,90.3655516,osm_live
OSM0747,Western Money Union,money_lender,Satmasjid Road,,23.7380476,90.3758089,osm_live
OSM0748,Simanta Bank Ltd,bank,Road 2,,23.738205,90.3763231,osm_live
OSM0749,Standard Chartered Bank,bank,Satmasjid Road,,23.7472429,90.3704029,osm_live
OSM0750,Money Express,money_lender,Satmasjid Road,,23.7380393,90.3758387,osm_live
OSM0751,Western Money Union,money_lender,Road 2,,23.7384158,90.3780641,osm_live
OSM0752,Chittagong Confectionery,confectionery,Satmasjid Road,,23.7474842,90.3702749,osm_live
OSM0753,CP Five Star,fast_food,Jigatala,,23.7386933,90.3744603,osm_live
OSM0754,EBL 365,atm,Road 2,,23.738343,90.3774644,osm_live
OSM0755,Al Arabian,confectionery,Jigatala,,23.7387008,90.3745126,osm_live
OSM0756,Bikrampur Mishtanno Bhandar,confectionery,Jigatala,,23.7387139,90.3745497,osm_live
OSM0757,Apon Ghar,clothes,Satmasjid Road,,23.7383805,90.3756732,osm_live
OSM0758,Aftab Restaurant,restaurant,Jigatala,,23.7388176,90.3747562,osm_live
OSM0759,Aid Japan Pharmacy,pharmacy,Road 2,,23.7384133,90.3779866,osm_live
OSM0760,Hi Tech,furniture,Road 2,,23.7383013,90.3776426,osm_live
OSM0761,Hatil,furniture,Road 2,,23.7382861,90.377687,osm_live
OSM0762,Banoful,confectionery,Jigatala,,23.73872,90.3746053,osm_live
OSM0763,Ahmed Pharmacy,pharmacy,Jigatala,,23.7388436,90.3748345,osm_live
OSM0764,Rain Medical,pharmacy,Satmasjid Road,,23.7384034,90.3756944,osm_live
OSM0765,One Cafe,cafe,Road 2,,23.7383845,90.3779837,osm_live
OSM0766,Hot Cake,pastry,Jigatala,,23.7387666,90.3746967,osm_live
OSM0767,Stylen,clothes,Satmasjid Road,,23.7382199,90.3757353,osm_live
OSM0768,Cosy Corner Saloon,hairdresser,Road 2,,23.7383242,90.3776795,osm_live
OSM0769,Midland Bank,bank,Satmasjid Road,,23.7477219,90.37012,osm_live
OSM0770,Zaara's Beauty,beauty,Road 2,,23.7383695,90.3781364,osm_live
OSM0772,Fuji Photo Studio,photo_studio,Jigatala,,23.7387414,90.3746277,osm_live
OSM0773,Modhuban,confectionery,Jigatala,,23.7388359,90.374785,osm_live
OSM0774,Brac Bank ATM,atm,Road 2,,23.738353,90.3774574,osm_live
OSM0775,Trust Bank,bank,Road 2,,23.7383677,90.3780713,osm_live
OSM0776,Ros,confectionery,Satmasjid Road,,23.7381407,90.3760504,osm_live
OSM0778,Kornafuli Gift House,gift,Satmasjid Road,,23.7475109,90.3702555,osm_live
OSM0779,Dark,restaurant,Satmasjid Road,,23.7459582,90.371236,osm_live
OSM0780,Sbarro,fast_food,Satmasjid Road,,23.7459318,90.3712699,osm_live
OSM0781,Olympia Palace,restaurant,Satmasjid Road,,23.7462997,90.3710199,osm_live
OSM0782,EBL 365,atm,Satmasjid Road,,23.7462495,90.3710553,osm_live
OSM0783,Shawrma Kng,fast_food,Satmasjid Road,,23.7460712,90.3711627,osm_live
OSM0784,Handi,restaurant,Satmasjid Road,,23.7459664,90.3711941,osm_live
OSM0785,Eastern Bank,bank,Satmasjid Road,,23.7462198,90.3710794,osm_live
OSM0786,NRB Bank,bank,Satmasjid Road,,23.7471799,90.3704801,osm_live
OSM0787,Bangladesh Skill Development Institute,training,Mirpur Road,,23.753174,90.3768172,osm_live
OSM0788,Saham Sweets & Foods,confectionery,Mirpur Road,,23.7532267,90.3768174,osm_live
OSM0789,K Kraft,clothes,Mirpur Road,,23.7533471,90.3767833,osm_live
OSM0790,Hot Hut,fast_food,Mirpur Road,,23.7532512,90.376793,osm_live
OSM0791,7-Eleven,fast_food,Mirpur Road,,23.7531609,90.3768718,osm_live
OSM0792,Nagardola,clothes,Mirpur Road,,23.7534176,90.3767193,osm_live
OSM0793,Chetzy,cafe,Mirpur Road,,23.7534484,90.3767015,osm_live
OSM0794,Artifacts,craft,Mirpur Road,,23.7537109,90.3765135,osm_live
OSM0795,Boi Bazar,books,Mirpur Road,,23.7534887,90.3767136,osm_live
OSM0796,Anjan's,clothes,Mirpur Road,,23.7535117,90.3766746,osm_live
OSM0797,Coffee House,coffee,Mirpur Road,,23.7538046,90.3765002,osm_live
OSM0798,Antique Lamp & Gift Shop,antiques,Mirpur Road,,23.7537503,90.3765095,osm_live
OSM0800,SoulTime,cafe,Mirpur Road,,23.7547659,90.3759172,osm_live
OSM0801,Memory,gift,Mirpur Road,,23.7537229,90.3765584,osm_live
OSM0802,Khazana,jewelry,Mirpur Road,,23.7537379,90.3765374,osm_live
OSM0803,DBBL,atm,Mirpur Road,,23.7548587,90.3758798,osm_live
OSM0804,Youngkay,clothes,Mirpur Road,,23.753518,90.3766943,osm_live
OSM0805,Saccha Store,yes,Mirpur Road,,23.7536778,90.3765617,osm_live
OSM0806,Mirja Money Exchange,money_lender,Mirpur Road,,23.7537005,90.3765624,osm_live
OSM0807,Monerekho Sareej,clothes,Mirpur Road,,23.7548146,90.375818,osm_live
OSM0808,Safar Tours & Travels Ltd.,travel_agency,"75/A, 5/A",+8801325676703,23.7416261,90.3736285,osm_live
OSM0809,Niramoy Medical Hall,pharmacy,"151, Sultangonge Rayar Bazar Road",,23.7448162,90.3655061,osm_live
OSM0810,Oboshorprapto Govt. Employees Hospital,hospital,"75/A, 5/A",+880222240144,23.7415663,90.3733623,osm_live
OSM0811,Usha Pharmacy,pharmacy,,+8801912010884,23.7447895,90.3651831,osm_live
OSM0812,Khadija Pre-Cadet & High School,school,Hashem Khan Road,,23.7456637,90.3652333,osm_live
OSM0813,Ahona Pharmacy,pharmacy,শের-ই-বাংলা মূল সড়ক,,23.744111,90.3661918,osm_live
OSM0814,Manikgong Pharmacy,pharmacy,Road 8A - Rayer Bazar Staff Quarter Road,,23.7434523,90.3667781,osm_live
OSM0815,Frends Restaurant,restaurant,,,23.7524431,90.3805121,osm_live
OSM0816,KFC,fast_food,"55-2, Bir Uttam Qazi Nuruzzaman Sarak",,23.7526411,90.3809643,osm_live
OSM0818,Oishi Beauty Parlours,beauty,,,23.7425648,90.3842333,osm_live
OSM0819,Dr. Shariful Alam,doctors,,,23.7431413,90.3844182,osm_live
OSM0820,University Women's Federation College,college,,,23.7441354,90.384808,osm_live
OSM0821,Singer Pro,electronics,,,23.7440444,90.3847761,osm_live
OSM0822,Thyroid Centre,clinic,,,23.7431621,90.3844252,osm_live
OSM0823,Perfection,beauty,,,23.7440824,90.3847977,osm_live
OSM0824,Dr. Md. Abu Hanif,doctors,,,23.7431544,90.384419,osm_live
OSM0825,Prime Pharma,pharmacy,,,23.7431736,90.3844274,osm_live
OSM0826,Hair Look Saloon,beauty,,,23.7441819,90.3848099,osm_live
OSM0827,Sudin Dentals,dentist,,,23.7434611,90.3845342,osm_live
OSM0828,New Mukta Clinic,clinic,,,23.7432843,90.3844725,osm_live
OSM0829,DBBL,atm,,,23.7433551,90.384502,osm_live
OSM0831,Khushal,clothes,,,23.7386098,90.3837935,osm_live
OSM0832,Shiuli Store,clothes,,,23.7386562,90.3837972,osm_live
OSM0833,Fuji Colour,photo_studio,,,23.7387602,90.384489,osm_live
OSM0834,Jewel Vision,optician,,,23.7388051,90.3847943,osm_live
OSM0835,Iva Garments,clothes,,,23.7386589,90.3838218,osm_live
OSM0836,Bashati,clothes,,,23.7387415,90.3843473,osm_live
OSM0837,Mr. baker,fast_food,,,23.7472224,90.3803563,osm_live
OSM0838,Bombay Centre,clothes,,,23.7386885,90.3840233,osm_live
OSM0839,Plus Point,clothes,,,23.7387742,90.3845854,osm_live
OSM0840,Raymond,clothes,,,23.7387575,90.3846232,osm_live
OSM0841,Bang,clothes,,,23.7388545,90.3849534,osm_live
OSM0842,Central Optics,ticket,,,23.7515895,90.3792108,osm_live
OSM0844,Bengal Money Exchange,money_lender,,,23.7387123,90.384308,osm_live
OSM0845,Oversee Optics,optician,,,23.7386964,90.384061,osm_live
OSM0846,Image Tech,electronics,,,23.7387715,90.384749,osm_live
OSM0847,Gentle Park,clothes,,,23.7387609,90.3845327,osm_live
OSM0848,Hanif Paribahan,ticket,,,23.7513747,90.3787984,osm_live
OSM0850,Computer Source,computer,,,23.7387323,90.3842364,osm_live
OSM0851,Zahir AC Market,marketplace,,,23.7386953,90.3846118,osm_live
OSM0852,Easy,clothes,,,23.7387937,90.3848397,osm_live
OSM0853,Joynal Square,clothes,,,23.738673,90.3839376,osm_live
OSM0855,Vaghokul,fast_food,,,23.7473619,90.3802978,osm_live
OSM0856,Chand & Sons,clothes,,,23.7385852,90.3837855,osm_live
OSM0857,Malancha Restore,restaurant,,,23.7386789,90.3839804,osm_live
OSM0858,Fit Elegance,clothes,,,23.7388016,90.3847097,osm_live
OSM0860,View Sonic,clothes,,,23.7387357,90.3842747,osm_live
OSM0861,S Alam Services,ticket,,,23.7512403,90.3786308,osm_live
OSM0863,Dutch Pharmacy,pharmacy,,,23.7505241,90.3788949,osm_live
OSM0864,Central Optics,optician,,,23.7472697,90.3803359,osm_live
OSM0865,Bisho Bichitra,books,,,23.7477169,90.380514,osm_live
OSM0866,Kashem Drugs,pharmacy,,,23.7507604,90.3787738,osm_live
OSM0867,Islami Bank Bangladesh Ltd,bank,,,23.7516533,90.3793305,osm_live
OSM0868,Computer Link,computer,,,23.7513741,90.3789412,osm_live
OSM0869,Asian Pharmacy,pharmacy,,,23.7508003,90.3787591,osm_live
OSM0870,Atithi fast food,fast_food,,,23.7474012,90.38028,osm_live
OSM0871,Tazrin Pharmacy,pharmacy,,,23.7509315,90.3786767,osm_live
OSM0872,World Book Distribution center,books,,,23.7478012,90.3804712,osm_live
OSM0877,Daffodil It Institute,research_institute,,,23.7509137,90.3787857,osm_live
OSM0878,Scaff Money Exchange,money_transfer,,,23.7513876,90.3790472,osm_live
OSM0879,Ramedy Pharma,pharmacy,,,23.7473111,90.3803249,osm_live
OSM0880,Mehedi Panjabi,fabric,,,23.7378791,90.3838472,osm_live
OSM0881,Soniya Handicraft,fabric,,,23.737891,90.3838648,osm_live
OSM0882,Tasa Fashion,fabric,,,23.7378998,90.3838823,osm_live
OSM0885,Bismillah Dry Laundry,laundry,"159/1, Sultangonge Rayar Bazar Road",,23.7447999,90.3653003,osm_live
OSM0886,Sumon Telecom,general,"156/1, Sultangonge Rayar Bazar Road",+8801849396957,23.7447991,90.365426,osm_live
OSM0887,"Scholastica Junior Campus Dhanmondi, Dhanmondi, Dhaka",school,,,23.744561,90.3731398,osm_live
OSM0888,Prianka Community Center,community_centre,"52/1, Road 3A",,23.7403717,90.3755079,osm_live
OSM0889,Kakoli Garments,clothes,,,23.7350037,90.3849389,osm_live
OSM0890,New Ranna Ghor,restaurant,,,23.7473636,90.3807409,osm_live
OSM0891,Comilla Hardware,hardware,,,23.7350102,90.3849465,osm_live
OSM0893,New Sat Rong,clothes,,,23.7350147,90.3849554,osm_live
OSM0894,Badhon Saj Ghor,yes,,,23.7350171,90.3849636,osm_live
OSM0895,Hossain Traders,trade,,,23.7350208,90.3849617,osm_live
OSM0896,Laksham Paint Shop,paint,,,23.7350291,90.3849574,osm_live
OSM0898,Haque Bakery,bakery,,,23.7350294,90.3849779,osm_live
OSM0902,Kudos,fast_food,"1/5, Block D, Road No 7, Lalmatia",,23.7538968,90.3696124,osm_live
OSM0903,Bhooter Bari,restaurant,,,23.7539432,90.3695795,osm_live
OSM0904,Oasis,cafe,,,23.7539709,90.3695618,osm_live
OSM0905,Pulp Fiction,fast_food,"7/8, Block D, Lalmatia",,23.7541553,90.3689247,osm_live
OSM0906,Shaffle,cafe,9/11,,23.7546765,90.3680893,osm_live
OSM0907,সুন্দরবন কুরিয়ার সার্ভিস,post_office,9/12,,23.7546968,90.3681996,osm_live
OSM0908,Zaraa Neha Fashions Mall,clothes,1/3,,23.7535025,90.369238,osm_live
OSM0909,Wasabi,restaurant,,,23.7496057,90.3665364,osm_live
OSM0910,Global Islami Bank,bank,,,23.7396787,90.3709044,osm_live
OSM0911,Dutch Bangla Bank,bank,,,23.739655,90.3707111,osm_live
OSM0912,Jamuna Bank PLC,bank,,,23.7396505,90.3706846,osm_live
OSM0913,Antai,massage,"Shop No-3054 (3rd Floor), Shimanto Shambhar Shopping Complex,, ধানমণ্ডি ২",+880 1777-525333,23.737798,90.3772168,osm_live
OSM0914,Bikrampur Mishtannyo Vandar,bakery,Satmasjid Road,,23.7380998,90.3758892,osm_live
OSM0915,Yum Yum,cafe,,,23.7382652,90.3757845,osm_live
OSM0916,Food File,cafe,,,23.7383159,90.3757769,osm_live
OSM0917,Coffee Lime,fast_food,,,23.7382856,90.3757628,osm_live
OSM0918,Top Mart,clothes,Satmasjid Road,,23.7383172,90.3757579,osm_live
OSM0919,NBRC Bank,bank,Satmasjid Road,,23.7383415,90.3757511,osm_live
OSM0920,Burger King,fast_food,Satmasjid Road,,23.738371,90.3757403,osm_live
OSM0921,Bank Asia,bank,Road 2A,,23.7385793,90.37562,osm_live
OSM0923,Khana's,fast_food,"42, Satmasjid Road",01779587170,23.7386881,90.3755582,osm_live
OSM0924,Slieez,fast_food,"42, Satmasjid Road",01771177877,23.7386881,90.3755582,osm_live
OSM0925,Teriyaki,restaurant,"42, Satmasjid Road",01869796925,23.7387257,90.3755443,osm_live
OSM0926,Cafe Appleliano,restaurant,"42, Satmasjid Road",01848359924,23.7386961,90.375516,osm_live
OSM0927,Yoo MoMo,fast_food,"42, Satmasjid Road",01926667769,23.7387559,90.3755413,osm_live
OSM0929,Sultan's Dine,restaurant,"Green Akshay Plaza, Satmasjid Road",01903598626,23.7388644,90.3754719,osm_live
OSM0930,Sarvoshrestha Medical Center,clinic,"Green Akshay Plaza, Satmasjid Road",01575790445,23.7389095,90.3754388,osm_live
OSM0931,"BRAC Bank Limited, ATM Booth, Road No. 2, Dhaka",bank,,,23.7382732,90.3766031,osm_live
OSM0932,"Popular Medical College, Road No. 2, Dhaka",hospital,,,23.7385647,90.3797506,osm_live
OSM0933,"Dhanmondi Hawkers Market Masjid, Hawkers Market, Elephant Rd, Dhaka",place_of_worship,,,23.7353531,90.3847341,osm_live
OSM0934,"Darul Ihsan University, Road No. 2, Dhaka",university,,,23.7392344,90.3819344,osm_live
OSM0935,"Shimanto square Jame Mosque Roof top, Shimanto Square, Dhanmondi, Dhaka",place_of_worship,,,23.7381692,90.3774024,osm_live
OSM0936,"Shimanto Convention Center, Community center, Road No. 2, Dhaka",conference_centre,,,23.7380307,90.3776137,osm_live
OSM0937,"Baitul Mamur Jame Masjid, Science Laboratory, Mirpur Rd, Dhaka",place_of_worship,,,23.7386582,90.3838504,osm_live
OSM0938,Minu's Kitchen,restaurant,"Green Akshay Plaza, Satmasjid Road",01973286697,23.7388798,90.3754682,osm_live
OSM0939,Rine Medicas,medical_supply,"Green Akshay Plaza, Satmasjid Road",,23.7389808,90.3754335,osm_live
OSM0940,Bata,shoes,"Green Akshay Plaza, Satmasjid Road",2961480,23.7389815,90.3754218,osm_live
OSM0941,Ibn Sina Pharmacy,pharmacy,"58, Road 2/A",,23.7390708,90.3758902,osm_live
OSM0942,Eastern Bank,bank,Beside Jigatola Bus Stand,+880 29144603,23.7395658,90.3756255,osm_live
OSM0943,Arabian Khabsa Restaurant and Party Center,restaurant,Beside Jigatola Bus Stand,01977691994,23.7395734,90.375673,osm_live
OSM0944,Cheers Cafe,cafe,"ANZ Square,53, Beside Jigatola Bus Stand",01967073322,23.7395835,90.3756445,osm_live
